The buying experience was just amazing. I was hoping to buy a scooter that helps my spouse to learn riding a scooter. It is really helping my spouse. I am using it on a daily basis to commute around 30 km. This has perfectly saved my pocket from fueling my car on daily ...,"['Daily Commute', '3-6 months', '< 5000 kms', '']", 3
"After the release of ola scooter and especially simple one, I feel cheated. Even a small company like simple one is exceeding by far on every aspect (203 km range, 72 nm torque etc.). Ather has been extorting money in the name of fancy vehicle. Taking advantage of consu...","['Everything', 'Never owned', '']", 1
I got the bike delivery within 10 days of the order. A very good experience riding the bike. Looks are very attractive performance is best in the segment and live feature is amazing with the online app of ather. The only problem is the range is only 70km after full char...,"['Everything', '< 3 months', '< 5000 kms', '']", 5
Loved this amazing swadeshi-made vehicle!!! very good performance without any problem. Storage space is quite spacious. The back footrest is very comfortable. Reverse gear is an added advantage. Charging is very easy. Looks good. Customer service is fine. Overall good p...,"['Everything', '3-6 months', '< 5000 kms', '']", 5
Superb riding experience and its too smooth. Every one should ride the Ather scooter also good mileage and speed on traffic area....,"['Daily Commute', '> 1 yr', '< 5000 kms', '']", 5
"Riding experience is good but the cost wise its very costly also the price mentioned in ""bikewale"" is also wrong, and its range is the second brand killer for Ather 450x with only 85 kms in a single charge. Ather 450x is the costliest electric scooter in India, its on r...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 1
"To conserve our environment, use of electric vehicles is an proactive action. Electric vehicles help reduce vehicular pollution, noise pollution, greenhouse gas emissions and more. In upcoming years, India is becoming an EV superpower since many e-mobility companies suc...","['Everything', 'Never owned', '']", 4
"Best electric vehicle this is. Compared to ola and other electric vehicles this is the best I have felt. Though ola gives more range than Ather. For example Ather is like Samsung and iPhone. Others are like oppo, vivo and mi. |From my experience I drive daily for 40-50 ...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
Took a small test drive. Experience was good. The vehicle body frame and design are good. Belt drive may be a under design. The mileage of 85 kms per charge is very low compared to what claimed by ola and simple one. Very very highly priced. (on road rs1.51/- at Chennai...,"['Daily Commute', 'Never owned', '']", 2
"Just walked into the showroom Ather space , madhapur, Hyderabad...Excellent reception and test ride went so smooth and booked my 450x. It's a premium e-scooter just like an apple's iPhone. This scooter is designed perfection to the core. Of course very few minor flaws a...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
I am a two wheeler lover. The ather 450is fulfills my needs by being 1 maintenance free. 2. Excellent pickup. 3. Experience a good regeneration during coasting. 4. Good braking distance to achieve short control. 5 stability on road. 6 comfortable seating arrangement. 7 ...,"['Daily Commute', '3-6 months', '< 5000 kms', '']", 5
"A tad bit overpriced but its the best EV currently in the market don't fall for the trap of ola and simple one, just test drive either way before buying. Ather is a proven commodity for past two years whereas ola and simple don't have it yet. Ather servicing and custome...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 5
"I love this scooter, is it most powerful smart scooter than any other scooter. Suspension is very smooth. Superior Ride. Unbelievable torque I reached a top speed of 93 km/h The sound is like a boing 737 JET. I like this smart display with 4G connectivity... GPS system ...","['Daily Commute', '3-6 months', '< 5000 kms', '']", 5
Those who are giving Ather 450X bad rating are only rating in terms of pricing though it is somewhat costly but Ather is way to good then any other vehicle out there in market. It's speed and pick-up is awesome and as per my daily use it gives minimum 85 km of mileage p...,"['Everything', '6 months-1 yr', '< 5000 kms', '']", 5
"Buying Experience: Buying experience is pathetic, i have pre-booked vehicle by seeing an ad with false information. Waited 11 months to receive vehicle. No proper information given at purchase time also. No proper invoice it self. Govt discount will go to company accoun...","['Daily Commute', '> 1 yr', '< 5000 kms', '']", 1
"Very nice scooter really super fast scooter. I am enjoy driving, very good features thank you Ather, I am driving 75 days no complaints, no problem with this vehicle....","['Daily Commute', '3-6 months', '< 5000 kms', '']", 5
"its a best bike for city but price is too much. The bike's real cost is around 90k to 100k but its overpriced and the company has many plans. Its cost shows like 2.4k for a year and including service plan but they have raised the price too much, Overall best bike but ne...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 5
Ride experience is too good. It has wonderful braking confidence in moped category of this segment and the best suspension as well. Color options & design of this model is very much attractive. It would be good if Ather can focus to maximize the charge points through ou...,"['Leisure Rides', 'Never owned', '']", 5
"Don't know why people are rating this bike low. I am a using this from April 2021, my daily run is 60-62 km, everyday I take my Ather to home and office, there is no single point where I can say I paid too much for this. Honestly I am satisfied and I am feeling more you...","['Everything', '< 3 months', '< 5000 kms', '']", 4
"Hassle free buying experience with skilled technicians...Replaced my rx 135 with ather450x, liked performance same as rx with 450x. Service persons are too fantastic and best in this price range....Not tired of continues riding at 40 km/h and 85 km/h upto 50km ride.... ...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 5
Pricing is too much as you need to pay more. No proper assistance. Don't buy Ather go for TVS or Bajaj. Insurance costs you 5000 rupees. Check other electric vehicles as their pricing is less than Ather. TVS iQube is good at its price or check Bajaj Chetak. Wait for mor...,"['Daily Commute', '3-6 months', '< 5000 kms', '']", 1
Pros:- Comfortable in riding. No back pain and good experience while taking delivery. May be more than a 150 cc bike. Brakes are good does the work Seats is like a jelly seat it is also good. Cons:- Subscriptions for facilities I hated it. Range is not getting as descri...,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"Previous model was around 1.2 lakh now 1.8 lakh, even we can ride petrol bike buy pay 200 per liter more .Also don't get trap for those they say about cost saving for that millage and speed we can buy good bike or scooter for less than a lakh still get a better mileage ...","['Daily Commute', '3-6 months', '< 5000 kms', '']", 1
Buying Experience: not a happy experience for anyone due to a long waiting period and because of the pricing tag. 1.89 lakh's in Bangalore is the actual price. Only one branch in Bangalore and people need to go there for any small issues. Riding Experience: pickup is th...,"['Daily Commute', '3-6 months', '< 5000 kms', '']", 1
"Cost is very high otherwise is good and no removable battery, need to improve the range of bike cost is very high otherwise is good and no removable battery, need to improve the range of bike....","['Daily Commute', 'Never owned', '']", 1
The heaviest part of the bike i.E. The battery is above the wheel hub (bearing) line thus making the centre of gravity higher. I have noticed that you cant tilt much when cornering or the vehicle will definitely lose balance. Will be tough to ride this on wet streets in...,"['Occasional Commute', '< 3 months', '< 5000 kms', '']", 2
It's a beast for the price you pay. You can compare its performance to a Duke 250 on full throttle but ignoring the top speed. It goes up-to 80kmph in the city which is enough and what I liked is the build quality. Things you must keep in mind b4 buying the bike: 1. You...,"['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 5
My daughters wanted me to buy only electric scooter - for the environment they said. So i booked in august and collected by bike yesterday! riding the bike is an awesome experience... Smooth and effortless ride.. Only issue is the slightly shady billing and invoicing pr...,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
"Riding is excellent, quality up to mark, key is still the best way to operate a two wheeler, acceleration is epic. Ather needs to improve the rear view mirror and increase no of charging stations. Introduce cruise control through software update. Still a good option in ...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
Basically bike is superb no doubt at all. The major issue of people is price TVS IQUBE VS ATHER. ATHER Price includes the charger price but for TVs iqube we have to spend another 8500 rs..no touch screen and I personally visited the showroom the way they take of the cus...,"['Daily Commute', '> 1 yr', '< 5000 kms', '']", 5
"This is my honest review after riding for 7500 km and 9 months. I bought this bike in Aug 2021. The buying experience was not that great, but all that faded out in the excellent performance and quality of this bike. The riding experience was amazing. What I found was At...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 5
"Its my dream scooter. I really want to buy it Its environment friendly because it's electric, it's a new launched electric vehicle and it's highly efficient and its looks are quite good and good finish and a nice stylish look and love this scooty and i just want to buy ...","['Daily Commute', 'Never owned', '']", 5
93 kms awesome riding experience in one time charge chetak. Awesome looks.Performance wise very high.We will buying for business purposes and my regular workout.Experience good in both working.Battery is almost 97% charge and we will ride 91 to 95 kms so battery life is...,"['Everything', '< 3 months', '< 5000 kms', '']", 5
It good experience with bike.....Same like old bajaj chetak.....Humara bajaj advertisement...When my father drive old bajaj chetak. Feeling like fly in sky .....Superb experience love you so much bajaj chetak....When i drive you feeling sitting with my girlfriend. You s...,"['Everything', '3-6 months', '< 5000 kms', '']", 4
"Love for the brand i had 3 scooters in my child hood . I want to have the urban version in my collection . Eagerly waiting to have the new ride . When i was in my 6th standard i started riding scooter when my uncle use to drop me to school , i first started with balanci...","['Everything', 'Never owned', '']", 5
"Today i have searched for electric scooters more than 20 variants in different brand comparatively chetak has no competition, it took a place @first 1) mileage 2) speed 3)one time charge capacity 4)motor power 5) classic design 6) weight carrying capacity. These are imp...","['Daily Commute', 'Never owned', '']", 5
I've owned this scooter for almost a month now and it's turned out to be very efficient. The scooter seems to be cost efficient in the long run given the fact that its electric and could save fuel prices if used everyday. The technology and quality of mechanical parts a...,"['Occasional Commute', '< 3 months', '< 5000 kms', '']", 5
"Leg space is small otherwise it's good scooter than petrol ones. I have to give information about this scooter number of people every day when i drive. Enough charging points on each petrol pump and garages will give ease and confidence to buyers, storage small but not ...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 5
"Since, I bought this scooter I saved lot of money and it looks sexy everybody asks which company and price. Worth for every penny I can say that best then Ather. leg space is smaller but overall pick and mileage is great. hats off to Indian legend Chetak. If you have a ...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
This scooter is very much better than any electric scooter I love this scooter I want to take this it can supportable to our villages road this scooter one of best I really love it this scooter can go up to 95 km is the one of the greatest features it looks is very attr...,"['Everything', 'Never owned', '']", 5
Bajaj Chetak has increased the price of their electric scooter for second time without any noticeable up gradation. The first hike was Rs.5000/- and thereafter a whopping hike of Rs.27000/- in March 2021.”Bajaj” is exploiting the trust of Indian customers who are having...,"['Daily Commute', 'Never owned', '']", 1
I am buying a chetak like real chetak of maharana partap. When i ride chetak its flow in the air with no noise is like wings of eagle. It looks royal with its simplicity. Its service and maintenance is very low under your suitable budget. Its amazing superb and give wid...,"['Daily Commute', '> 1 yr', '10000-15000 kms', '']", 5
It is middle range of scooter. First thing it is made in India scooter. It give smooth riding. The look of scooter is not bad look like retro style and have 2 people seats comfortable in scooter ride. This scooter have low maintenance. Pros of scooter is give 90 km in f...,"['Everything', '< 3 months', '< 5000 kms', '']", 5
Don't buy this bike i had worst experience ever while riding bike. Bike stopped suddenly in middle of highways. It risky to have such experience on bike in middle of roads i have shown this problem to service center but they also not able to find exact problem from 2 mo...,"['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 1
"I bought bajaj chetak EV within 8 days of riding. Problem started. Now my bike does not go beyond 15 km/h speed, It jerks heavily, i called showroom manager and they told me come to service center, can you believe new showroom bike having a big problem within 8 days of ...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"I had ride this bike of my uncle. I found its really good , attractive look, very comfortable, speed wise good pickup, ignition start wise very smooth and less noisy . I am really thinking to buy it . Only I am stuck at battery warranty, its servicing and maintenance an...","['Daily Commute', 'Never owned', '']", 5
"Good job*****. Nice bike in looks , power like petrol bike , budget friendly best thing is electric bike are not harmful for environment this bike very soon in my garage & i go to ride with my friends ..Now this is the time of e-bike\car , after 2020 almost every bike &...","['Daily Commute', 'Never owned', '']", 4
"Bike comes with an dc brushless motor with an battery capacity of 72ah , which means you can seamlessly ride upto 90-95 kilometres per full charge on a heavy traffic road and bms system gives you a auto maintenance of bike due to its cloud connectivity , the company giv...","['Everything', 'Never owned', '']", 5
"I want this bike at any cost , it's so attractive and mostly money saver bike .I travel daily 60 km ,if i get this battery bike i can save my petrol money and donate to poor people at least i can do some thing.If i get a chance to purchase. I'm waiting from years to pur...","['Everything', 'Never owned', '']", 5
Total price of this bike after taxes will be 1.36lakh. Which is too much high for Indian two wheeler market.And there is no charging station available so if we ride from mumbai to vapi-gujarat then we will have to drive for 100 km then for 70 km we bike need to be send ...,"['Occasional Commute', 'Never owned', '']", 3
This bike looks amazing and for me it is good for daily use very soon i'll the owner of this bike for sure it's and hope to available in future with more colour combination make bike more sporty looks without any noise. I'm like the electric bikes and this is the real c...,"['Daily Commute', 'Never owned', '']", 4
"I like this bike, this is very grateful experience, i like electric bikes, there is no worry for petrol filling and waste of money. Just charge and go to your work without worrying, any condition you can run without money, charge in your home and go wherever you go to y...","['Everything', '3-6 months', '< 5000 kms', '']", 5
"This is one of the kickstart in the market of two-wheelers which will end a region of rising oil prices. The design of the bike is fairly based on fz-s, as it was tork motorcycle's 4th prototype. Since it is an electric bike, the fuel tank is converted into 11l boot spa...","['Everything', 'Never owned', '']", 5
"Awesome electric bike and eco-friendly too low nvh n peace of mind,totally superb bike and riding experience is too good, look wise is great road presence, performance is too high, very low maintenance Only problem is lack of charging points otherwise too good electric ...","['Daily Commute', '3-6 months', '5000-10000 kms', '']", 5
"As how much i know about this bike is its superb no pollution tension, no petrol tenson, easy to ride, no gear system,just pull the race & go. But some issue i thought is deciding factor like price is little bit high, and the availability & the most important point serv...","['Everything', 'Never owned', '']", 4
"The price is decent for this bike, even if some users find the price a little high. The only difficulty we south Indians may face is that the showroom is up north. If we ever come across any issues , if would be hard for us to contact service centres. In all other aspec...","['Daily Commute', 'Never owned', '']", 5
"Tork t6x ....I have been waiting for this bike since last year....1st launch date was given as dec,2018, Then it changed to jan,2019....Again for the 3rd time it changed to july 2019.....Hope this doesn’t get postponed further....I have been waiting to purchase this bik...","['Daily Commute', 'Never owned', '']", 3
Still waiting for this bike. Waiting and Waiting from last year or more than year. Now decided go with Revolt bike. Now launch in Few month before. But unfortunately booking are full till Oct. Many time I registered my details for TORK bike but still no reply from tork ...,"['Occasional Commute', 'Never owned', '']", 1
"Waiting for so that now i have removed this bike from my favourite list, will definitely go for other electric bikes already available in India, commitments should only be made when the company is sure about its release and availability to the consumers, this firm is st...","['Daily Commute', '> 1 yr', '< 5000 kms', '']", 1
"While in thailand we have rented 5 honda click scooters and 7 in total. The bike i rented from aya was poorly maintained, had half a tank of fuel when I rented, and i didn't feel comfortable riding it because of all the issue it had from prior accidents from previous cu...","['Everything', 'Never owned', '']", 1
I like the style and seat comfort of the motorcycle. I got impressed by the acceleration while giving throttle in sports mode. Real world range 120km which is quite impressive. Top speed is 105kmph which is more than enough. The best part is that its completely made in ...,"['Daily Commute', 'Never owned', '']", 5
"I took a test ride at westend mall aundh and really liked the entire experience. The bike is very easy to handle, has a sporty design and is very comfortable. I even sat with a person behind me, and there was no problem in speed or the handling of the bike. Booked one, ...","['Daily Commute', 'Never owned', '']", 4
"Tork motors kratos- r is excellent -make in India electric motorcycle I have ever ridden, high performance delivering the best pickup on road ( sport mode), looks very attractive - agile styling, comfortable seat with good suspension on speed breakers. Though it is comm...","['Daily Commute', 'Never owned', '']", 5
"The electric motor on the t6x is good for 27 nm of torque and claims 100 kmph of top speed from the motorcycle. Weighing just 130 kg, t6x even claims a mileage of 100 kilometers on single charge. It carries nearly every safety feature like dual disc brakes, abs, anti-th...","['Daily Commute', 'Never owned', '']", 4
"I have been waiting for this bike a long time, its really stylish. Its got regenerative braking plus no noise or vibrations , 27nm torque is a really a good amount, i wish if they would set up charging stations too, the company proposed that this bike had a 100km/hr cru...","['Everything', 'Never owned', '']", 5
"Amazing bike and everything perfect,i like it so much single charge give 100km its really awesome,hat's off t6x and very stylish look for more advantage in this bike,safety features are amazing and all digital console.Simply said it's really good bike for youngsters, am...","['Everything', '3-6 months', '5000-10000 kms', '']", 5
"It did performed good.The labour of company has successful, it's very comfortable for ride,looks pretty,for everyday uses this bike is best & also for saving the pocket money i like it because i ride without worry of money,i had save 5000 in 2 months,my friend is ,but a...","['Everything', '> 1 yr', '< 5000 kms', '']", 4
It was amazing I got famous in my city with this bike It's glamour and power is superb Charging speed is good and travelling with t6x makes a new feeling it's torque is nearly same as it was given. It is also good for long ride. There best thing about it is that's every...,"['Everything', '> 1 yr', '5000-10000 kms', '']", 4
Bike will set a benchmark in Indian daily commuting. Bike has all the required attributes. It is only lagging in terms of safety. The company should allow dual channel ABS at least optional for the bike. With ABS it will be a complete package. Please set up a dealership...,"['Daily Commute', 'Never owned', '']", 5
I would like to own this bike for the following reasons 1. Eco friendly 2. Electric bike 3.No fuel cost 4.Stylish streamline design 5.Abs breaks 6.Safety features 7.Tft screen interface 8.Tubeless tyres 9.Easily charged 10. Bike's track records 11.Good pillion seat 12.H...,"['Daily Commute', 'Never owned', '']", 5
"On a whole tork t6x will costs you around 1.36lakh including taxes and all. Which looks slightly higher price for a normal guy like me to think of buying it. But, when i see the specifications (electric, design,mobile & bike connectivity, cloud connectivity with the man...","['Daily Commute', 'Never owned', '']", 4
Must buy bike as it have capacity to run around 100 km and with lot of weight . So for daily need it's a comfortable bike to use in city and around city . Nothing else but enjoy. For gentle use and for mileage purpose it is a good choice as it can give only 10 paisa per...,"['Daily Commute', 'Never owned', '']", 5
"Change from fuel to electric. Less maintenance ride. No fuel. No oil. New race on the road which is totally safe. & with safety & security in mobile phone.Very stylish it seem all in one package as sporty, eco friendly, very economical and perfect e-moto for e generatio...","['Daily Commute', 'Never owned', '']", 5
I was called for a test ride and somehow got a chance to ride it but had a short ride. Though it was short but it was amazing. Unexpected pickup and unexpected performance coming from an electric bike. Was really shocked to ride it but amazed as well. Very good experien...,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
"I am waiting for this bike since months. I have mailed the company about how to purchase, but could not get any reply. I don't know how few people reviewed this bike claims that they have owned this bike. I am desperately waiting for launch of this bike so that i could ...","['Everything', 'Never owned', '']", 5
"Its an amazing bike. It has fabulous look with great pickup and speed of around 100 kmph. Control of the bike is good, speedometer is accurate and not like other e-bikes who are using fake speedometer to fool their customers. I was riding on this bike and my friend was ...","['Daily Commute', '> 1 yr', '5000-10000 kms', '']", 4
"I own bajaj discover 100t bike from last 6 years. Seeing today's petrol price, tork t6x is the best option. I have seen the full specification like look, performance, features, battery and power of this bike. Which looks good in each field. As electric bike, there will ...","['Daily Commute', 'Never owned', '']", 4
"Hello, When i read about this bike i love to buy because of its super fine body and mileage. It's price is good and in this price you can not find any better bike than tork t6x one more important thing it run on electricity and it's mileage is very good and this bike is...","['Daily Commute', 'Never owned', '']", 5
"I am waiting for this kind of vehicles should come more in the market.For looking wise it is too good , when come to performance we have to see & maintenance , it is also important that price of the product , by this more sales and adoption electric vehicles should incr...","['Daily Commute', 'Never owned', '']", 4
"I recently took a test ride of the kratos, and i am glad we finally can see torque motors coming out with the best electric motorcycle to ride. Kratos r has the potential to become the market leader in the electric bike segment. •this bike is for anyone and everyone, my...","['Everything', 'Never owned', '']", 5
"I, my spouse and 20 year son took the test ride of kratos. Their ride was good riding experience. I had a little longer run. All of us found the ergonomics, styling, sitting posture very comfortable.. We found the team very knowledgeable & supportive. We drive a scooter...","['Daily Commute', 'Never owned', '']", 4
I absolutely love the look of the bike. I like the design of the bike as well as a lot about the whole electric thing. One of the main characteristics of this bike is its speed of 105 km per hour. A new generation of electric bikes is here and it is called the torque mo...,"['Everything', 'Never owned', '']", 5
"Glad to have a test ride of kratos r at west end mall pune, overall ride experience was amazing, bike is good in terms of styling, performance , ride and handling and comfort. Kratos r seems to have good potential to become market leader in ev segment. booked one alread...","['Daily Commute', 'Never owned', '']", 5
I need to buy tork but the showroom is only available in mumbai and delhi if the showroom in tamilnadu i will definitely buy tork and also refer the tork bike fore my friend who love green India and company should reduce bike price for the collage who are loving electri...,"['Everything', 'Never owned', '']", 5
"I booked my ola s! and paid advance of 20k, waiting for test ride in a nearby city or at pollachi. I am impressed with specifications compare to other electric scooters. If i am correct initially ola claimed that batteries are removable, now understand it cannot be. Ini...","['Occasional Commute', 'Never owned', '']", 5
"They cheated customers by creating hype. It stops surely but no one attends for service. Please don’t buy. Customer service, they never lift. Don’t expect a service person will visit. They don’t respond to emails too. After 10 days, I tried roadside assistance, and it w...","['Occasional Commute', '3-6 months', '< 5000 kms', '']", 1
Buying experience: the wait time was over and above the schedule and finally they made me visit their delivery point rather than delivering at the doorstep Quality: post 300 km my vehicle stopped abruptly in the middle of the road while it was showing 35 km to cover and...,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"Buying experience. I booked the scooter for September 2021. The initial promise was that the scooter will be delivered by December. Well, that never happened. Then ola changed the date to Jan. I paid the full amount in Jan and waited for the scooter. My scooter delivery...","['Everything', 'Never owned', '']", 1
It's so amazing electric scooter i like to have this scooter it's have long battery life it has long range this scooter is filled up with new and amazing features like touching control accurate button position this scooter ha large boot space it comes in fascinating col...,"['Daily Commute', 'Never owned', '']", 5
"Best bike for indian customer for this segment. Very comfortable and tubeless tyre are best performance. Boot space is very good, it is a best value for money product in this segment....","['Everything', '< 3 months', '< 5000 kms', '']", 4
Booked it and waited for 7 months. Still no update. Came to see the user review here and saw 4.5 stars. After reading the reviews i came to know that none of them had even never seen the scooter in person. This rating method is funny. Even myself who didn't own it can s...,"['Daily Commute', 'Never owned', '']", 1
Buying has been a hassle. Placed order and am still waiting for news of the company delivering the bike. No test ride. No first look. Overall looks like a mega scam. The videos that are circulating on youtube also are not something that gives confidence in the product. ...,"['Daily Commute', 'Never owned', '']", 2
"Excellent, will take away market from Ather , Bajaj who were doing well in sales ,Ola has nailed with features, range ,speed and yes!! Price. Rides smooth, stiff suspension, excellent range ,range can be manipulated speed . Service should be good in future to compete wi...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
"Ola s1 is having powerful motor of 8500 w , and its wheel size are big than other scooters by that its speed also increase , beautiful design and very attractive colors made . By a single charge can cover a ride upto a distance of 180 /km . Even it costs very low price ...","['Daily Commute', 'Never owned', '']", 5
"Electric is the future, join hands with automakers electrifying India. Go green with homegrown brands such as ola electric, hero electric, amo electric bikes and more. No noise, smooth riding, light weight, suitable for everyone, students, elderly people and for women t...","['Occasional Commute', 'Never owned', '']", 4
"It's an awesome experience driving this powerful electric machine from ola. It has great looks, pricing, features, speed nd modes. Also a lot of technology with inbuilt speakers to party anytime while hanging out with friends. In terms of service and maintenance it is v...","['Everything', 'Never owned', '']", 5
Good EV with more features. I hate Bajaj Chetak and Ather. Now the new competition has started on range and price. Super segment EV. I want the state government to give more subsidy and encourage ev brands. Waiting for this ola ev to launch in bangalore...,"['Daily Commute', 'Never owned', '']", 5
"All good on paper once come to our hand, then only will come to know what is good, what is not good.. Only problem i have faced is ola web site crashed during booking time. Again new time slot also website crashed. Again waiting for new date and time for booking. Hope s...","['Daily Commute', 'Never owned', '']", 5
"It was very early to comment on it, but for now if we look on paper ola will give tough competition to Bajaj, and Ather. Ola have to give great service to customers to survive in this market so that customer can rely on their products, speed & range is good on paper but...","['Daily Commute', 'Never owned', '']", 4
Recently booked s1 pro midnight blue for daily commute of avg. 22 kms. Already had activa 2005 model - still rough n tough. Second one is activa 125 - super smooth ride. Awaiting for Chetak ev but till the date not available in gujarat. Looks wise still prefer Chetak fo...,"['Daily Commute', 'Never owned', '']", 4
Company has NOT revealed the warranty period of the bike or the battery. Company has NOT revealed when will hyper charge stations come up and where. Company has not revealed the cost of Hyper charging. OLA plans to start delivery from Oct 2021 directly to user without a...,"['Daily Commute', 'Never owned', '']", 2
This is to inform that this bike ola sl is excellent. All public is liking to begin with so many colorful bikes which are available but main problem is the EMI of interest rate which is highest. EMI systems are making interest rate reduced to more than 7 percent ....,"['Daily Commute', 'Never owned', '']", 5
This scooter looks very good. I like the parts design and it gives good range in one charge. Whenever I buy the scooter I will choose this scooter only. Best option is to shift to electric vehicles. I also think that our future vehicles are electric. It also helps decre...,"['Daily Commute', 'Never owned', '']", 5
I have not ridden this vehicle but all features which I see in the video are all best but its design should be improved more. It looks like classic scooty....,"['Leisure Rides', 'Never owned', '']", 4
"I really wish to have this ev scooter. The features it has are amazing and really ant to see how this stands out on road especially with its running cost. The color variants are also cool, the bike design is also classic this making it a elite bike in the ev segment and...","['Daily Commute', 'Never owned', '']", 4
Ola s1 is the one of the most awaited scooter in India. I hope it will launch soon. Not so expensive as price and good looking. It has a very good mileage per charge. It's around 124 km per single charge. It's a future bike. It is the best scooter for the students. And ...,"['Daily Commute', 'Never owned', '']", 5
"Best in class EV scooter. As compared to other EV, prices are also low and has more power....","['Daily Commute', 'Never owned', '']", 5
Worst experience after buying these ola s1 pro ev scooters. Twice my ola scooter stopped suddenly on road after a message I got on the scooter screen that the battery drained. And this even when the scooter screen was showing battery life remaining for 50 kms. As the ba...,"['Everything', '< 3 months', '< 5000 kms', '']", 1
"Ola should call the ola should call back the entire supplies. Ola is pushing products without addressing the issues. I booked the scooter way back in August 2021, and the delivery was made in Feb. 2022. The total amount paid is 142000+. The bills are available for appro...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"Bad experience Bad experience I had with my ola s1 pro. The battery gets drained, even though showing a 50 km range balance on the scooter panel. Due to the battery not being detachable, I have faced lots of inconveniences as had to tow this scooter. Ola customers get a...","['Everything', '< 3 months', '< 5000 kms', '']", 1
Ola should better manufacture bicycles. Making EV scooter is not of their capability. company people only looting customers' money. Don’t even think of going for them. Ola scooters are worst than bicycles. And their customer support people are worst than clerks....,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"I have experienced a worst services provided by the ola Coimbatore region. They were cheating the customers by giving false beliefs. When i know that i have been cheated by the company they convinced me and ask me to put a mail, still now no reply has been received. And...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"Do not buy!!! remember it's your hard-earned money, go for ather. No testing was done, roadside assistance is junk, impossible reliability. This company created a toy that is lethal so don't play around. It should have had a better quality battery. The reverse is not ne...","['Everything', '< 3 months', '< 5000 kms', '']", 1
Buying experience Waiting for 15 days but no option to see even dummy. So that one can decide whether to buy it or not. Riding experience Just ok. Continues noise on tires when drive with 2 persons and even service center don't have permanent solution for this. Details ...,"['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 1
This is something worth buying. I bought it almost 1 year ago. Its battery is just superb. While it is very silent and does not make any sound while starting. Its looks are not great but its performance is awesome. It has a very low maintenance. It has a very good range...,"['Everything', '> 1 yr', '< 5000 kms', '']", 5
This is the best model of hero electric And this is most decent and a good electric vehicle which runs at normal speed for more than 100kms on single charge this is eco friendly and antitheft scooter and more over this is of budget friendly which includes most comforts ...,"['Leisure Rides', '> 1 yr', '5000-10000 kms', '']", 4
"This is a good electric bike. I am happy with this bike. After my journey , thanks for hero electric optima I have suggested my friends and family relatives to buy this bike. My home has two electric bikes at home. Thank you hero team....","['Everything', '3-6 months', '< 5000 kms', '']", 5
"Servicing and maintenance- writing here my honest review, bought vehicle on 7 Sep 2021 after 20 days I found crack on vehicle. Inform to salesman of showroom. After daily follow-up they did nothing. Hero had worst customer service. I have write couple of mails to custom...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 3
The scooty is one of the best budget scooty out there. The style is decent as in a scooty. The motor is powerful enough to power the scooty. The speed is optimal and the battery life is decent. Overall a great package in then aggressive pricing. You will surely enjoy it...,"['Occasional Commute', '< 3 months', '< 5000 kms', '']", 5
"1 . Vary bad sales persons in all over kolkata. 2 . Good but not worth it. 3 . Nothing good in instrument cluster, battery indicator is not good no information about range respect to remaining charge. 4 . Brakes are not good. Check every parts carefully and don't rush. ...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 2
"See there are many problems, the build quality is not good, the battery showing software is faulty the scooty stops without warning, the brakes are not so good and it's pricy compared to its rate and features using it from around 1 year so at last, I could say it's ok n...","['Daily Commute', '> 1 yr', '< 5000 kms', '']", 3
Great to see to bike riding experience was great. Need to improve some more features on pricing and also look and variant and mileage increase aspects to make the bike runs in the market first as per the customer expectations. So I will be glad to be here to get the pri...,"['Everything', '6 months-1 yr', '< 5000 kms', '']", 4
"1.Buying experience is too much good. 2.Riding experience is awesome, specially his sheet is so comfortable and easy to sit . 3.Black color looks so much pretty, black looks like a black horse is running. 4.Low cost of maintenance, no need servicing too early....","['Daily Commute', '> 1 yr', '> 15000 kms', '']", 5
"Cons are that you can't triple ride, handle is ok but be careful with the battery. I know i am writing this but I like this scooter and I need a 4 Inline bike....","['Daily Commute', '3-6 months', '< 5000 kms', '']", 5
